review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country
R02851,2026-01-26,P027,5,worth every dollar,True,2,Canada
R02852,2025-12-23,P005,1,instructions are unclear,True,1,United States
R02853,2026-01-25,P025,5,works intuitively,True,1,United States
R02854,2025-10-16,P007,3,does what the listing says,True,3,United States
R02855,2025-12-23,P012,4,excellent build quality,True,1,United Kingdom
R02856,2026-01-01,P018,3,does what the listing says,True,1,Germany
R02857,2026-06-02,P006,5,worth every dollar,True,5,United Kingdom
R02858,2026-02-09,P025,5,excellent build quality,True,6,United States
R02859,2025-08-13,P008,4,easy to set up and use,True,0,United States
R02860,2026-05-09,P025,5,easy to set up and use,True,8,Canada
R02861,2025-09-06,P001,3,average experience,True,5,Australia
R02862,2026-02-16,P002,2,durability is unacceptable,True,3,United States
R02863,2025-09-03,P014,5,very durable in daily use,True,1,Canada
R02864,2025-10-23,P022,4,arrived early and well packaged,True,1,Australia
R02865,2025-11-11,P002,3,works as expected,True,2,United States
R02866,2026-07-24,P026,1,stopped working after a few weeks,True,1,United Kingdom
R02867,2025-08-18,P011,4,arrived early and well packaged,False,0,Australia
R02868,2026-02-14,P009,5,excellent build quality,True,0,Germany
R02869,2026-01-18,P005,1,uncomfortable and badly sized,True,1,United States
R02870,2026-01-11,P016,2,uncomfortable and badly sized,True,0,United States
R02871,2026-02-12,P003,5,fits perfectly and feels comfortable,True,3,United States
R02872,2026-04-30,P019,5,better quality than expected,True,4,United Kingdom
R02873,2026-05-10,P006,5,fast delivery with no damage,True,0,United Kingdom
R02874,2026-05-15,P007,4,better quality than expected,True,0,United States
R02875,2026-01-28,P003,3,acceptable overall with room to improve,True,5,United States
R02876,2025-12-17,P002,3,average experience,True,1,Australia
R02877,2026-02-06,P021,5,excellent price to performance,True,0,United States
R02878,2026-03-16,P009,4,excellent build quality,True,4,United States
R02879,2025-09-16,P020,3,acceptable overall with room to improve,True,0,United States
R02880,2026-04-04,P026,2,defective finish out of the box,True,1,United States
R02881,2026-06-21,P008,5,worth every dollar,True,2,Australia
R02882,2025-11-05,P005,3,average experience,True,7,United States
R02883,2025-09-09,P015,3,stopped working after a few weeks,True,0,United States
R02884,2025-11-24,P010,1,fit is too tight,True,1,United States
R02885,2026-01-25,P025,5,great value for the price,True,2,Australia
R02886,2026-03-08,P004,3,does what the listing says,False,3,Canada
R02887,2025-11-10,P007,5,comfortable for long sessions,False,7,United States
R02888,2026-01-18,P014,5,has held up really well,True,1,United Kingdom
R02889,2026-04-23,P007,5,arrived early and well packaged,True,3,United States
R02890,2026-06-17,P030,5,shipping was smooth,True,2,United States
R02891,2026-03-14,P024,3,works as expected,True,3,United States
R02892,2025-12-20,P022,5,easy to set up and use,True,2,Germany
R02893,2026-07-20,P030,3,works as expected,False,7,United States
R02894,2026-07-21,P030,5,excellent build quality,True,7,Australia
R02895,2025-10-04,P018,5,still works perfectly after months,True,0,Germany
R02896,2026-01-27,P006,3,average experience,True,1,Germany
R02897,2026-01-10,P017,2,instructions are unclear,True,1,United Kingdom
R02898,2026-03-21,P023,3,average experience,True,1,Australia
R02899,2026-01-15,P024,3,does what the listing says,True,4,United States
R02900,2026-01-05,P003,1,delivery took far too long,True,1,Australia
R02901,2026-06-04,P022,4,arrived early and well packaged,True,0,United States
R02902,2025-10-23,P029,4,size and fit are exactly right,True,1,United States
R02903,2025-08-29,P018,4,has held up really well,True,1,United States
R02904,2026-03-22,P024,4,very durable in daily use,True,1,United Kingdom
R02905,2026-06-17,P022,3,works as expected,True,1,United States
R02906,2025-12-05,P007,5,still works perfectly after months,True,5,Canada
R02907,2026-07-30,P002,2,broke much sooner than expected,True,3,United States
R02908,2026-01-30,P014,4,great value for the price,True,5,United States
R02909,2026-05-28,P021,4,has held up really well,True,1,United States
R02910,2025-09-19,P012,5,excellent build quality,True,0,United Kingdom
R02911,2026-02-08,P004,3,acceptable overall with room to improve,True,3,Germany
R02912,2026-04-09,P007,3,average experience,True,2,United Kingdom
R02913,2026-03-26,P009,5,excellent price to performance,True,5,United States
R02914,2025-09-15,P028,2,great value for the price,False,1,United States
R02915,2025-12-29,P013,5,fits perfectly and feels comfortable,True,4,United Kingdom
R02916,2026-07-11,P025,5,has held up really well,True,4,United Kingdom
R02917,2025-08-24,P014,5,comfortable for long sessions,True,3,United States
R02918,2025-09-27,P019,4,excellent price to performance,True,0,United States
R02919,2025-10-11,P026,5,fits perfectly and feels comfortable,True,2,United States
R02920,2026-06-07,P014,3,poor value compared with alternatives,True,3,United States
R02921,2026-05-06,P014,4,shipping was smooth,True,1,United States
R02922,2026-04-16,P027,4,excellent build quality,True,5,Canada
R02923,2026-03-23,P005,4,works as expected,True,0,United States
R02924,2025-10-29,P020,5,shipping was smooth,True,0,United States
R02925,2025-12-26,P013,4,better quality than expected,False,1,United States
R02926,2026-05-01,P030,5,simple controls and clear instructions,True,7,United States
R02927,2025-11-05,P014,5,excellent price to performance,True,4,United States
R02928,2025-11-11,P006,2,poor value compared with alternatives,True,1,United States
R02929,2026-05-25,P018,4,excellent build quality,True,1,Canada
R02930,2025-10-21,P003,3,does what the listing says,True,0,Canada
R02931,2025-08-06,P028,4,poor value compared with alternatives,True,4,United Kingdom
R02932,2025-12-04,P002,1,broke much sooner than expected,True,8,Australia
R02933,2026-01-12,P024,3,average experience,True,2,Australia
R02934,2026-01-06,P023,4,simple controls and clear instructions,True,0,United States
R02935,2026-01-20,P014,4,excellent price to performance,True,0,Canada
R02936,2025-12-30,P010,4,still works perfectly after months,True,7,United States
R02937,2026-02-27,P004,5,comfortable for long sessions,True,2,Germany
R02938,2025-11-06,P023,4,still works perfectly after months,True,2,Germany
R02939,2025-11-08,P009,1,poor build quality and cheap materials,True,2,United States
R02940,2026-07-20,P023,5,very durable in daily use,False,3,United States
R02941,2026-02-25,P027,5,better quality than expected,True,0,Canada
R02942,2025-09-28,P001,5,worth every dollar,True,1,United States
R02943,2025-10-15,P026,2,feels premium and reliable,True,2,United States
R02944,2025-08-11,P030,5,arrived early and well packaged,True,0,Canada
R02945,2026-07-09,P026,1,box arrived crushed,True,0,United Kingdom
R02946,2026-04-21,P008,4,has held up really well,True,4,United Kingdom
R02947,2026-02-13,P016,5,shipping was smooth,True,2,Canada
R02948,2026-07-11,P010,5,great value for the price,True,1,Australia
R02949,2025-12-25,P016,5,arrived early and well packaged,True,2,United Kingdom
R02950,2025-09-25,P025,1,not worth the price,True,0,United States
R02951,2026-07-27,P029,5,has held up really well,True,3,United Kingdom
R02952,2026-07-28,P018,5,excellent build quality,True,3,Germany
R02953,2026-01-13,P023,1,box arrived crushed,True,1,Australia
R02954,2025-11-19,P023,5,has held up really well,True,0,Germany
R02955,2026-06-08,P003,5,easy to set up and use,True,1,United States
R02956,2025-12-05,P026,5,has held up really well,True,3,United States
R02957,2026-02-04,P019,4,works intuitively,False,2,United Kingdom
R02958,2025-08-12,P002,5,still works perfectly after months,True,1,United Kingdom
R02959,2026-07-08,P018,3,poor build quality and cheap materials,True,0,Canada
R02960,2025-10-11,P028,4,worth every dollar,True,7,United Kingdom
R02961,2026-06-02,P013,4,works intuitively,True,3,Canada
R02962,2025-12-16,P023,5,comfortable for long sessions,True,3,United States
R02963,2025-09-05,P016,1,quality is disappointing,True,0,United Kingdom
R02964,2025-11-05,P008,5,size and fit are exactly right,True,0,United Kingdom
R02965,2025-12-29,P020,5,fits perfectly and feels comfortable,True,1,Australia
R02966,2025-12-03,P015,4,fast delivery with no damage,True,0,Germany
R02967,2026-03-22,P012,2,feels premium and reliable,True,1,Canada
R02968,2026-03-29,P029,4,fast delivery with no damage,True,1,Germany
R02969,2026-05-07,P009,3,acceptable overall with room to improve,False,5,United States
R02970,2026-01-14,P008,5,excellent build quality,True,3,Canada
R02971,2025-10-31,P027,5,works intuitively,True,3,United States
R02972,2026-01-24,P027,3,average experience,True,5,United Kingdom
R02973,2026-02-01,P007,4,size and fit are exactly right,False,4,United States
R02974,2026-02-04,P012,4,very durable in daily use,True,0,United States
R02975,2025-11-03,P013,5,easy to set up and use,True,2,Germany
R02976,2025-12-19,P018,4,excellent build quality,True,5,Germany
R02977,2026-02-18,P023,5,great value for the price,True,2,United States
R02978,2026-02-21,P025,5,great value for the price,True,3,United States
R02979,2025-12-04,P012,5,still works perfectly after months,True,1,United States
R02980,2026-01-09,P012,4,size and fit are exactly right,True,2,United Kingdom
R02981,2026-02-19,P020,4,fits perfectly and feels comfortable,True,3,United States
R02982,2025-12-29,P005,1,delivery took far too long,True,0,United Kingdom
R02983,2025-08-13,P014,4,easy to set up and use,True,1,United Kingdom
R02984,2025-09-02,P001,4,excellent build quality,True,1,United States
R02985,2026-06-22,P015,5,easy to set up and use,True,2,United States
R02986,2026-06-08,P015,5,shipping was smooth,True,5,United States
R02987,2025-12-25,P005,3,average experience,True,5,Australia
R02988,2025-11-28,P029,5,very durable in daily use,True,1,United States
R02989,2026-02-25,P030,5,worth every dollar,True,1,Australia
R02990,2025-11-16,P012,4,excellent price to performance,False,1,United States
R02991,2025-10-22,P012,5,,True,9,Australia
R02992,2026-07-13,P003,4,shipping was smooth,True,4,United States
R02993,2025-12-24,P027,5,shipping was smooth,True,0,United Kingdom
R02994,2026-04-07,P009,1,poor build quality and cheap materials,True,5,United States
R02995,2025-10-02,P006,4,fits perfectly and feels comfortable,True,6,United Kingdom
R02996,2026-07-16,P008,4,fine,True,11,United Kingdom
R02997,2025-12-30,P021,5,arrived early and well packaged,False,0,United States
R02998,2025-12-03,P020,2,box arrived crushed,False,0,United Kingdom
R02999,2025-09-18,P021,4,very durable in daily use,True,6,United States
R03000,2026-05-08,P001,5,shipping was smooth,True,3,United Kingdom
R03001,2026-01-18,P020,4,size and fit are exactly right,True,2,United States
R03002,2025-08-21,P029,5,great value for the price,True,0,United States
R03003,2026-02-10,P014,2,confusing setup and difficult controls,True,5,United States
R03004,2026-06-13,P028,4,excellent price to performance,True,4,United States
R03005,2025-09-18,P015,4,excellent price to performance,True,2,United Kingdom
R03006,2025-09-26,P012,4,very durable in daily use,True,3,Germany
R03007,2025-10-26,P012,4,,True,1,United States
R03008,2025-09-01,P008,1,defective finish out of the box,True,0,Australia
R03009,2026-02-13,P009,3,average experience,True,8,United States
R03010,2026-07-09,P026,1,instructions are unclear,True,2,United States
R03011,2026-01-28,P013,4,arrived early and well packaged,True,9,Germany
R03012,2026-07-05,P010,4,worth every dollar,True,1,United Kingdom
R03013,2026-07-06,P016,4,simple controls and clear instructions,True,9,United Kingdom
R03014,2026-04-04,P005,5,excellent build quality,True,0,United States
R03015,2025-10-14,P005,1,poor build quality and cheap materials,True,0,United States
R03016,2026-02-01,P008,4,worth every dollar,True,5,United States
R03017,2026-01-06,P008,5,fast delivery with no damage,False,1,Australia
R03018,2025-08-26,P006,3,average experience,True,3,Australia
R03019,2026-01-13,P024,3,acceptable overall with room to improve,True,0,United States
R03020,2025-08-02,P013,5,simple controls and clear instructions,True,0,United Kingdom
R03021,2025-08-20,P007,3,acceptable overall with room to improve,True,2,Canada
R03022,2025-10-03,P028,1,poor value compared with alternatives,True,1,Germany
R03023,2026-01-14,P021,3,works as expected,True,0,United States
R03024,2025-09-09,P009,5,feels premium and reliable,False,3,United States
R03025,2026-05-19,P012,5,better quality than expected,True,5,United States
R03026,2026-01-11,P002,5,very durable in daily use,True,6,Germany
R03027,2025-09-16,P017,5,works intuitively,True,4,United Kingdom
R03028,2025-08-24,P005,5,better quality than expected,True,3,Australia
R03029,2025-11-25,P024,5,works intuitively,True,5,Australia
R03030,2025-09-26,P022,3,acceptable overall with room to improve,True,1,United States
R03031,2026-06-26,P007,5,shipping was smooth,False,0,United States
R03032,2025-10-26,P019,4,fits perfectly and feels comfortable,True,1,Germany
R03033,2026-07-01,P016,5,worth every dollar,True,1,Australia
R03034,2025-09-25,P001,5,size and fit are exactly right,True,1,United States
R03035,2026-02-08,P027,5,excellent price to performance,True,9,United Kingdom
R03036,2025-09-10,P018,3,acceptable overall with room to improve,True,1,United States
R03037,2026-01-31,P024,5,easy to set up and use,True,0,United States
R03038,2026-03-03,P021,5,arrived early and well packaged,True,4,United States
R03039,2026-01-22,P025,5,fits perfectly and feels comfortable,True,0,United States
R03040,2026-03-04,P005,5,fast delivery with no damage,True,3,United Kingdom
R03041,2025-09-14,P029,2,fast delivery with no damage,True,1,United States
R03042,2025-09-03,P022,2,arrived late with damaged packaging,True,1,United States
R03043,2026-04-29,P028,4,excellent price to performance,True,3,United States
R03044,2025-10-18,P003,4,comfortable for long sessions,False,1,Germany
R03045,2025-11-08,P012,2,delivery took far too long,True,6,United Kingdom
R03046,2026-04-26,P003,4,simple controls and clear instructions,True,0,Germany
R03047,2026-01-19,P019,1,does not fit as described,True,2,United States
R03048,2026-02-03,P001,5,comfortable for long sessions,False,1,Australia
R03049,2026-02-13,P009,5,shipping was smooth,False,1,United States
R03050,2025-12-08,P026,4,feels premium and reliable,True,8,United Kingdom
R03051,2026-01-07,P030,5,simple controls and clear instructions,True,0,United States
R03052,2026-07-20,P018,5,simple controls and clear instructions,True,1,Canada
R03053,2026-04-11,P019,3,average experience,True,6,United States
R03054,2026-03-23,P014,3,average experience,True,2,Australia
R03055,2025-12-12,P003,3,frustrating to use,True,0,United Kingdom
R03056,2026-07-22,P024,5,ok,True,6,United States
R03057,2026-01-07,P029,4,fast delivery with no damage,True,3,United States
R03058,2025-10-29,P015,5,great value for the price,True,5,United States
R03059,2026-06-02,P020,5,arrived early and well packaged,True,2,United States
R03060,2026-06-12,P017,2,confusing setup and difficult controls,True,1,United States
R03061,2026-07-08,P001,1,delivery took far too long,True,11,Australia
R03062,2025-12-08,P010,3,average experience,True,1,Canada
R03063,2025-10-19,P027,5,has held up really well,True,0,Canada
R03064,2026-02-09,P010,4,simple controls and clear instructions,False,1,Canada
R03065,2026-02-09,P020,5,still works perfectly after months,True,4,Canada
R03066,2026-06-16,P012,4,fits perfectly and feels comfortable,True,0,United States
R03067,2026-07-15,P008,5,works intuitively,True,0,Canada
R03068,2026-04-06,P008,5,fast delivery with no damage,True,6,United States
R03069,2025-12-18,P009,4,better quality than expected,True,8,United States
R03070,2026-05-14,P028,5,excellent build quality,False,1,United States
R03071,2026-05-17,P025,5,great value for the price,True,1,United States
R03072,2026-05-20,P010,4,simple controls and clear instructions,True,0,United Kingdom
R03073,2025-12-02,P022,5,feels premium and reliable,True,4,United States
R03074,2026-05-08,P018,4,fast delivery with no damage,True,2,United States
R03075,2026-04-14,P029,5,works intuitively,True,3,United States
R03076,2026-04-12,P016,4,has held up really well,False,1,United States
R03077,2026-07-08,P019,1,durability is unacceptable,True,0,Germany
R03078,2025-12-31,P011,5,works intuitively,True,9,United States
R03079,2025-09-19,P022,4,feels premium and reliable,True,5,United States
R03080,2026-03-30,P004,3,uncomfortable and badly sized,False,1,United States
R03081,2025-09-05,P017,2,poor build quality and cheap materials,True,1,Germany
R03082,2026-01-09,P020,1,stopped working after a few weeks,True,11,United States
R03083,2026-04-13,P023,4,size and fit are exactly right,True,7,United States
R03084,2025-12-14,P003,5,worth every dollar,True,1,Canada
R03085,2026-01-26,P004,3,does what the listing says,False,4,United States
R03086,2026-01-14,P009,5,excellent build quality,True,7,United States
R03087,2026-01-27,P014,4,works intuitively,True,2,United States
R03088,2026-06-17,P007,3,does what the listing says,True,0,United Kingdom
R03089,2025-10-29,P021,5,worth every dollar,True,2,Germany
R03090,2025-09-14,P004,4,works intuitively,True,3,United Kingdom
R03091,2026-01-02,P015,5,fits perfectly and feels comfortable,True,7,United States
R03092,2025-08-09,P026,2,uncomfortable and badly sized,True,0,Canada
R03093,2026-04-20,P015,1,poor build quality and cheap materials,False,0,United States
R03094,2026-06-12,P023,5,still works perfectly after months,True,1,United States
R03095,2026-02-13,P022,2,arrived early and well packaged,True,4,Germany
R03096,2026-05-18,P005,3,works as expected,True,1,United States
R03097,2025-08-13,P022,2,stopped working after a few weeks,True,1,United States
R03098,2026-01-02,P018,1,fit is too tight,True,1,United States
R03099,2026-05-29,P007,2,instructions are unclear,True,3,Canada
R03100,2026-01-17,P003,3,average experience,True,2,Germany
R03101,2025-11-30,P018,1,overpriced for what it offers,True,2,United States
R03102,2026-02-12,P012,4,comfortable for long sessions,True,1,United States
R03103,2026-06-29,P014,4,great value for the price,True,7,United Kingdom
R03104,2026-05-20,P025,5,feels premium and reliable,True,1,United States
R03105,2026-01-14,P024,3,does not fit as described,True,6,Germany
R03106,2025-10-07,P023,5,better quality than expected,True,2,Canada
R03107,2026-07-14,P001,5,has held up really well,True,2,United States
R03108,2025-12-30,P001,1,fit is too tight,True,1,United States
R03109,2025-10-15,P021,2,better quality than expected,True,1,United States
R03110,2025-12-24,P026,5,excellent price to performance,True,1,United States
R03111,2026-05-16,P028,3,acceptable overall with room to improve,True,4,Canada
R03112,2026-05-19,P019,5,shipping was smooth,True,3,United Kingdom
R03113,2026-07-18,P004,5,worth every dollar,True,1,Canada
R03114,2025-08-27,P007,3,works as expected,True,0,United Kingdom
R03115,2025-11-26,P018,4,better quality than expected,True,2,United States
R03116,2025-11-05,P006,5,very durable in daily use,True,6,United Kingdom
R03117,2025-08-19,P021,3,does what the listing says,True,1,United States
R03118,2025-12-06,P023,4,fast delivery with no damage,True,3,Germany
R03119,2025-11-26,P005,1,poor build quality and cheap materials,False,4,Australia
R03120,2026-01-26,P018,1,not worth the price,True,9,United States
R03121,2026-06-11,P019,5,simple controls and clear instructions,True,1,United States
R03122,2025-08-19,P008,1,instructions are unclear,True,2,United States
R03123,2026-01-22,P009,2,delivery took far too long,True,2,United States
R03124,2025-08-30,P001,5,works intuitively,True,5,United States
R03125,2025-12-17,P020,4,better quality than expected,True,5,United Kingdom
R03126,2026-02-19,P019,4,size and fit are exactly right,True,0,United States
R03127,2025-12-30,P013,5,great value for the price,True,0,United Kingdom
R03128,2026-02-22,P023,4,size and fit are exactly right,True,3,Germany
R03129,2026-07-06,P027,4,still works perfectly after months,True,4,United States
R03130,2025-12-06,P013,4,shipping was smooth,False,2,Canada
R03131,2026-04-15,P011,5,excellent build quality,True,5,Canada
R03132,2025-11-23,P017,1,quality is disappointing,True,2,United States
R03133,2026-07-16,P011,3,does what the listing says,True,4,Australia
R03134,2025-11-15,P019,4,arrived early and well packaged,True,3,United States
R03135,2026-03-22,P010,5,works intuitively,True,6,United States
R03136,2025-11-05,P013,5,better quality than expected,True,6,United States
R03137,2025-11-12,P017,4,simple controls and clear instructions,True,3,Canada
R03138,2025-10-07,P021,5,size and fit are exactly right,True,3,Canada
R03139,2026-07-06,P013,3,average experience,False,1,United States
R03140,2026-01-21,P015,5,fits perfectly and feels comfortable,True,2,United States
R03141,2025-12-09,P027,5,ok,True,2,United States
R03142,2025-08-15,P025,4,size and fit are exactly right,True,0,Canada
R03143,2026-04-29,P019,3,works as expected,True,2,Germany
R03144,2026-04-30,P020,3,ok,True,6,United States
R03145,2025-12-23,P027,1,defective finish out of the box,True,0,Australia
R03146,2026-06-03,P005,5,works intuitively,True,3,United States
R03147,2025-12-22,P003,4,excellent price to performance,False,1,United States
R03148,2025-11-11,P020,3,poor value compared with alternatives,True,5,United States
R03149,2025-12-08,P009,2,poor build quality and cheap materials,True,0,Germany
R03150,2025-10-06,P019,5,arrived early and well packaged,True,3,United States
R03151,2025-08-09,P017,4,size and fit are exactly right,True,3,Canada
R03152,2026-04-24,P007,4,easy to set up and use,True,1,United Kingdom
R03153,2026-06-18,P017,2,confusing setup and difficult controls,True,5,United States
R03154,2026-02-03,P016,4,excellent build quality,True,5,United States
R03155,2025-12-10,P012,5,feels premium and reliable,True,5,United States
R03156,2025-08-15,P006,4,has held up really well,True,0,United Kingdom
R03157,2025-12-14,P029,4,worth every dollar,True,3,United States
R03158,2026-01-25,P029,5,still works perfectly after months,True,3,Germany
R03159,2025-11-05,P010,4,better quality than expected,True,8,United States
R03160,2026-04-15,P006,5,worth every dollar,True,0,Canada
R03161,2025-11-03,P016,5,works intuitively,True,5,United Kingdom
R03162,2026-02-26,P027,1,broke much sooner than expected,True,7,Canada
R03163,2026-06-24,P025,5,arrived early and well packaged,True,2,United States
R03164,2026-05-13,P022,5,shipping was smooth,True,0,Canada
R03165,2025-12-11,P009,5,feels premium and reliable,True,4,United States
R03166,2025-10-09,P012,4,comfortable for long sessions,True,1,United States
R03167,2025-12-08,P028,4,great value for the price,True,0,United Kingdom
R03168,2025-08-29,P003,5,worth every dollar,True,2,United States
R03169,2026-01-28,P025,5,excellent price to performance,False,2,United States
R03170,2026-04-06,P017,1,fit is too tight,True,2,United States
R03171,2026-07-27,P023,2,acceptable overall with room to improve,True,8,United States
R03172,2025-10-23,P029,2,defective finish out of the box,True,1,United States
R03173,2026-04-23,P013,5,worth every dollar,True,3,United States
R03174,2025-09-04,P022,1,box arrived crushed,True,2,United States
R03175,2025-12-07,P005,5,comfortable for long sessions,True,3,United Kingdom
R03176,2026-04-23,P028,3,does what the listing says,True,0,United States
R03177,2025-10-08,P021,5,excellent build quality,True,3,United States
R03178,2026-05-07,P001,4,comfortable for long sessions,True,0,United States
R03179,2025-10-05,P029,4,works intuitively,True,0,United States
R03180,2025-09-19,P020,5,fast delivery with no damage,True,1,United States
R03181,2025-10-27,P027,4,very durable in daily use,True,3,United States
R03182,2026-07-31,P026,5,fits perfectly and feels comfortable,True,7,United States
R03183,2025-12-29,P001,4,comfortable for long sessions,True,10,Australia
R03184,2026-03-13,P012,5,excellent price to performance,True,1,United States
R03185,2025-10-21,P014,5,arrived early and well packaged,True,2,United States
R03186,2026-07-08,P016,2,box arrived crushed,True,9,Canada
R03187,2026-03-26,P006,5,fits perfectly and feels comfortable,True,7,Canada
R03188,2026-02-01,P026,5,fits perfectly and feels comfortable,True,4,United Kingdom
R03189,2025-12-02,P011,5,great value for the price,True,2,Germany
R03190,2025-08-15,P021,4,excellent price to performance,True,1,United States
R03191,2025-10-12,P007,5,has held up really well,True,0,Canada
R03192,2025-10-25,P013,4,arrived early and well packaged,True,1,United States
R03193,2026-06-23,P025,5,works intuitively,True,2,Australia
R03194,2026-01-04,P008,5,worth every dollar,False,1,Canada
R03195,2026-03-01,P010,5,feels premium and reliable,True,1,Germany
R03196,2026-06-11,P030,5,fast delivery with no damage,True,4,Canada
R03197,2026-06-19,P025,3,poor value compared with alternatives,True,0,Canada
R03198,2026-06-05,P030,5,feels premium and reliable,True,5,Germany
R03199,2025-12-16,P011,5,has held up really well,False,1,Australia
R03200,2025-12-28,P009,3,poor build quality and cheap materials,True,1,Australia
R03201,2026-07-06,P024,1,poor build quality and cheap materials,True,8,United States
R03202,2025-08-26,P018,4,has held up really well,True,0,United States
R03203,2026-07-18,P006,2,frustrating to use,True,0,United States
R03204,2026-03-16,P030,5,fits perfectly and feels comfortable,True,1,United Kingdom
R03205,2026-01-08,P015,4,fast delivery with no damage,True,0,United States
R03206,2026-07-21,P028,1,overpriced for what it offers,True,0,United Kingdom
R03207,2026-06-19,P001,2,size and fit are exactly right,True,0,United Kingdom
R03208,2026-07-05,P027,5,easy to set up and use,True,2,United Kingdom
R03209,2026-03-17,P007,4,still works perfectly after months,True,8,United States
R03210,2026-03-31,P018,4,excellent build quality,True,3,Canada
R03211,2026-04-14,P022,5,shipping was smooth,True,2,United States
R03212,2026-06-30,P006,5,size and fit are exactly right,True,2,United States
R03213,2025-08-23,P005,5,worth every dollar,True,1,Canada
R03214,2025-10-27,P026,5,simple controls and clear instructions,True,1,Australia
R03215,2025-11-24,P001,4,worth every dollar,True,12,United States
R03216,2025-12-20,P003,5,fine,True,5,United Kingdom
R03217,2025-10-24,P017,5,excellent price to performance,True,2,United States
R03218,2025-09-22,P004,5,simple controls and clear instructions,True,0,United States
R03219,2025-09-16,P021,4,excellent build quality,True,0,Canada
R03220,2026-01-11,P003,4,has held up really well,True,5,Germany
R03221,2026-07-17,P026,5,has held up really well,True,7,Germany
R03222,2025-10-09,P016,5,arrived early and well packaged,True,0,Canada
R03223,2026-04-15,P002,1,broke much sooner than expected,True,0,Australia
R03224,2026-07-09,P022,3,box arrived crushed,True,1,Australia
R03225,2026-05-29,P030,1,stopped working after a few weeks,True,2,United States
R03226,2026-03-18,P006,5,has held up really well,True,2,United States
R03227,2025-09-26,P001,5,arrived early and well packaged,True,1,United States
R03228,2026-05-19,P012,4,shipping was smooth,True,0,United States
R03229,2026-01-28,P005,5,excellent price to performance,True,0,United States
R03230,2026-01-23,P001,5,excellent price to performance,True,3,United States
R03231,2026-01-08,P021,5,simple controls and clear instructions,True,6,Australia
R03232,2025-11-12,P010,5,better quality than expected,True,4,Australia
R03233,2026-05-29,P019,4,excellent price to performance,True,8,United States
R03234,2025-11-19,P006,4,very durable in daily use,True,0,United States
R03235,2026-07-03,P027,5,better quality than expected,True,4,Canada
R03236,2026-02-11,P028,5,worth every dollar,True,0,Germany
R03237,2026-07-06,P016,1,stopped working after a few weeks,True,4,Germany
R03238,2026-02-19,P006,3,frustrating to use,True,3,Canada
R03239,2026-05-16,P005,1,instructions are unclear,True,2,United States
R03240,2026-05-09,P014,5,great value for the price,True,3,United States
R03241,2026-06-15,P023,4,excellent build quality,True,1,United Kingdom
R03242,2026-01-09,P007,5,still works perfectly after months,True,2,United States
R03243,2026-02-12,P021,4,arrived early and well packaged,True,5,Canada
R03244,2026-06-12,P019,5,very durable in daily use,True,1,United States
R03245,2025-08-31,P007,3,works as expected,True,6,Germany
R03246,2026-06-02,P005,1,poor build quality and cheap materials,True,2,United States
R03247,2025-09-26,P026,3,acceptable overall with room to improve,True,2,United States
R03248,2025-10-26,P010,1,durability is unacceptable,True,1,United Kingdom
R03249,2025-08-05,P011,5,excellent price to performance,True,6,United States
R03250,2025-11-12,P022,1,delivery took far too long,True,4,Australia
R03251,2026-01-03,P016,5,worth every dollar,True,1,United Kingdom
R03252,2026-04-12,P024,5,feels premium and reliable,True,2,Canada
R03253,2025-12-14,P009,4,better quality than expected,True,5,United Kingdom
R03254,2026-01-04,P007,5,arrived early and well packaged,True,1,Canada
R03255,2025-10-05,P016,3,average experience,True,2,United States
R03256,2025-09-29,P028,4,comfortable for long sessions,True,0,United States
R03257,2026-05-28,P015,4,easy to set up and use,True,0,United States
R03258,2026-04-12,P013,4,easy to set up and use,True,2,United States
R03259,2026-03-16,P028,4,simple controls and clear instructions,True,1,Germany
R03260,2025-11-11,P015,5,,True,1,United States
R03261,2026-01-16,P020,5,works intuitively,True,3,United States
R03262,2026-03-11,P029,4,excellent build quality,True,1,Canada
R03263,2025-09-25,P010,5,fast delivery with no damage,True,1,United States
R03264,2026-07-23,P018,4,fine,True,5,United States
R03265,2026-07-21,P004,5,shipping was smooth,True,6,United States
R03266,2026-07-13,P008,3,works as expected,True,1,Canada
R03267,2026-07-21,P008,3,does what the listing says,True,0,Canada
R03268,2026-04-10,P028,2,poor value compared with alternatives,True,3,Australia
R03269,2026-02-09,P013,4,fast delivery with no damage,True,2,Canada
R03270,2026-06-12,P011,2,works intuitively,True,2,Canada
R03271,2025-12-23,P013,5,still works perfectly after months,False,3,Australia
R03272,2026-06-27,P009,1,poor build quality and cheap materials,False,0,United Kingdom
R03273,2026-03-17,P023,4,excellent build quality,True,0,Canada
R03274,2025-12-11,P022,1,box arrived crushed,True,0,United States
R03275,2025-08-21,P007,4,very durable in daily use,True,1,Germany
R03276,2025-11-29,P018,4,fits perfectly and feels comfortable,True,2,United Kingdom
R03277,2025-10-31,P025,3,fit is too tight,True,2,United States
R03278,2026-01-06,P027,5,fits perfectly and feels comfortable,True,5,United States
R03279,2026-03-10,P011,5,worth every dollar,True,8,Australia
R03280,2025-09-15,P005,3,does what the listing says,True,4,United States
R03281,2026-06-11,P014,5,great value for the price,True,0,United States
R03282,2026-05-06,P012,2,product received,False,1,Germany
R03283,2025-11-06,P013,5,great value for the price,True,1,Germany
