review_id,review_date,product_id,rating,review_text,verified_purchase,helpful_votes,country,text_sentiment,primary_topic,topic_evidence,rating_sentiment,sentiment_mismatch,review_month
R02759,2026-06-21,P018,5,excellent build quality,True,4,United States,positive,quality,1,positive,False,2026-06
R02760,2026-05-11,P017,2,does not fit as described,True,6,United States,negative,fit,1,negative,False,2026-05
R02761,2025-10-27,P006,5,simple controls and clear instructions,False,1,United States,positive,usability,2,positive,False,2025-10
R02762,2026-04-01,P008,5,works intuitively,True,1,Germany,positive,usability,1,positive,False,2026-04
R02763,2025-11-07,P015,3,works as expected,True,0,United States,neutral,unclassified,0,neutral,False,2025-11
R02764,2025-09-16,P027,5,arrived early and well packaged,True,0,United States,positive,delivery,1,positive,False,2025-09
R02765,2025-12-04,P012,2,still works perfectly after months,True,8,Australia,positive,durability,1,negative,True,2025-12
R02766,2025-10-02,P011,5,simple controls and clear instructions,True,0,Canada,positive,usability,2,positive,False,2025-10
R02767,2026-01-24,P009,2,quality is disappointing,True,0,Canada,negative,quality,1,negative,False,2026-01
R02768,2025-11-09,P029,3,delivery took far too long,True,5,United States,neutral,delivery,1,neutral,False,2025-11
R02769,2025-10-22,P007,2,confusing setup and difficult controls,True,4,United States,negative,usability,2,negative,False,2025-10
R02770,2026-05-28,P020,2,does not fit as described,True,6,United Kingdom,negative,fit,1,negative,False,2026-05
R02771,2026-01-24,P016,3,works as expected,True,1,Canada,neutral,unclassified,0,neutral,False,2026-01
R02772,2026-03-02,P030,5,still works perfectly after months,False,9,United States,positive,durability,1,positive,False,2026-03
R02773,2026-01-08,P013,5,simple controls and clear instructions,True,5,United States,positive,usability,2,positive,False,2026-01
R02774,2026-06-02,P006,5,great value for the price,True,0,United States,positive,value,2,positive,False,2026-06
R02775,2025-08-15,P005,1,box arrived crushed,True,1,United Kingdom,negative,delivery,2,negative,False,2025-08
R02776,2026-06-07,P020,5,great value for the price,False,1,Australia,positive,value,2,positive,False,2026-06
R02777,2026-02-08,P005,5,better quality than expected,True,1,United States,neutral,quality,1,positive,False,2026-02
R02778,2025-12-15,P023,3,does what the listing says,True,5,Germany,neutral,unclassified,0,neutral,False,2025-12
R02779,2025-12-06,P008,3,works as expected,True,10,Germany,neutral,unclassified,0,neutral,False,2025-12
R02780,2025-11-26,P017,2,fit is too tight,True,3,United Kingdom,negative,fit,2,negative,False,2025-11
R02781,2025-11-15,P027,5,has held up really well,True,3,Australia,neutral,unclassified,0,positive,False,2025-11
R02782,2026-05-15,P027,3,,True,3,United States,neutral,unclassified,0,neutral,False,2026-05
R02783,2026-04-24,P009,2,poor build quality and cheap materials,True,1,Canada,negative,quality,2,negative,False,2026-04
R02784,2026-02-12,P013,4,great value for the price,False,1,United Kingdom,positive,value,2,positive,False,2026-02
R02785,2026-05-25,P027,3,confusing setup and difficult controls,True,8,Australia,negative,usability,2,neutral,False,2026-05
R02786,2025-08-10,P027,5,worth every dollar,True,7,United States,positive,value,1,positive,False,2025-08
R02787,2025-10-18,P006,5,excellent price to performance,True,1,Canada,positive,value,1,positive,False,2025-10
R02788,2025-12-29,P011,4,fits perfectly and feels comfortable,True,1,Germany,positive,fit,2,positive,False,2025-12
R02789,2026-04-13,P016,4,excellent build quality,True,2,United States,positive,quality,1,positive,False,2026-04
R02790,2025-09-14,P019,5,worth every dollar,True,4,United States,positive,value,1,positive,False,2025-09
R02791,2025-12-10,P011,5,size and fit are exactly right,True,4,Germany,positive,fit,2,positive,False,2025-12
R02792,2025-10-16,P025,3,acceptable overall with room to improve,True,0,United States,neutral,unclassified,0,neutral,False,2025-10
R02793,2025-11-08,P016,2,fits perfectly and feels comfortable,False,1,United States,positive,fit,2,negative,True,2025-11
R02794,2025-10-05,P001,5,easy to set up and use,True,0,Germany,positive,usability,1,positive,False,2025-10
R02795,2026-02-01,P013,2,quality is disappointing,True,2,Germany,negative,quality,1,negative,False,2026-02
R02796,2025-09-22,P016,2,poor build quality and cheap materials,True,1,United States,negative,quality,2,negative,False,2025-09
R02797,2026-04-01,P022,4,shipping was smooth,True,0,United States,positive,delivery,1,positive,False,2026-04
R02798,2026-06-18,P018,2,broke much sooner than expected,True,0,Germany,negative,durability,1,negative,False,2026-06
R02799,2026-06-25,P015,5,great value for the price,True,1,United States,positive,value,2,positive,False,2026-06
R02800,2026-02-02,P021,3,does what the listing says,True,1,Australia,neutral,unclassified,0,neutral,False,2026-02
R02801,2026-03-13,P023,1,uncomfortable and badly sized,True,6,Canada,negative,fit,2,negative,False,2026-03
R02802,2026-05-16,P018,3,does what the listing says,True,4,United Kingdom,neutral,unclassified,0,neutral,False,2026-05
R02803,2026-05-25,P018,4,works intuitively,True,0,United States,positive,usability,1,positive,False,2026-05
R02804,2026-01-15,P030,5,still works perfectly after months,True,4,Canada,positive,durability,1,positive,False,2026-01
R02805,2025-12-06,P020,3,confusing setup and difficult controls,True,0,Germany,negative,usability,2,neutral,False,2025-12
R02806,2025-10-21,P007,2,size and fit are exactly right,True,1,Australia,positive,fit,2,negative,True,2025-10
R02807,2026-07-27,P013,5,fast delivery with no damage,False,0,Canada,positive,delivery,1,positive,False,2026-07
R02808,2026-04-11,P029,4,size and fit are exactly right,True,2,United States,positive,fit,2,positive,False,2026-04
R02809,2025-10-01,P022,2,size and fit are exactly right,True,10,United States,positive,fit,2,negative,True,2025-10
R02810,2026-03-16,P009,1,quality is disappointing,True,0,United States,negative,quality,1,negative,False,2026-03
R02811,2026-01-25,P027,5,excellent price to performance,True,1,United Kingdom,positive,value,1,positive,False,2026-01
R02812,2026-03-01,P018,4,worth every dollar,True,3,Germany,positive,value,1,positive,False,2026-03
R02813,2025-08-22,P012,5,feels premium and reliable,True,2,United States,positive,unclassified,0,positive,False,2025-08
R02814,2026-07-15,P026,5,comfortable for long sessions,True,1,United States,positive,fit,1,positive,False,2026-07
R02815,2026-05-09,P024,5,great value for the price,True,1,Australia,positive,value,2,positive,False,2026-05
R02816,2025-11-06,P013,5,fits perfectly and feels comfortable,True,0,Canada,positive,fit,2,positive,False,2025-11
R02817,2026-06-05,P007,4,arrived early and well packaged,True,0,United Kingdom,positive,delivery,1,positive,False,2026-06
R02818,2025-11-24,P014,5,very durable in daily use,True,0,Germany,positive,durability,1,positive,False,2025-11
R02819,2025-10-15,P021,5,easy to set up and use,True,0,United Kingdom,positive,usability,1,positive,False,2025-10
R02820,2026-04-04,P019,5,arrived early and well packaged,True,5,United Kingdom,positive,delivery,1,positive,False,2026-04
R02821,2025-09-11,P019,5,arrived early and well packaged,True,7,United Kingdom,positive,delivery,1,positive,False,2025-09
R02822,2025-12-30,P030,5,size and fit are exactly right,False,4,United States,positive,fit,2,positive,False,2025-12
R02823,2026-06-21,P019,3,acceptable overall with room to improve,False,6,United States,neutral,unclassified,0,neutral,False,2026-06
R02824,2026-04-14,P009,3,average experience,True,3,United States,neutral,unclassified,0,neutral,False,2026-04
R02825,2026-02-28,P013,5,size and fit are exactly right,True,1,United States,positive,fit,2,positive,False,2026-02
R02826,2025-11-02,P001,4,fast delivery with no damage,True,0,United States,positive,delivery,1,positive,False,2025-11
R02827,2026-02-16,P003,3,average experience,True,1,United States,neutral,unclassified,0,neutral,False,2026-02
R02828,2026-04-25,P016,1,overpriced for what it offers,True,0,Australia,negative,value,2,negative,False,2026-04
R02829,2025-11-21,P024,5,works intuitively,True,3,United Kingdom,positive,usability,1,positive,False,2025-11
R02830,2025-10-10,P003,4,fits perfectly and feels comfortable,True,0,United States,positive,fit,2,positive,False,2025-10
R02831,2025-11-25,P029,3,fit is too tight,False,1,United States,negative,fit,2,neutral,False,2025-11
R02832,2025-12-20,P030,5,simple controls and clear instructions,True,0,United States,positive,usability,2,positive,False,2025-12
R02833,2025-08-19,P029,5,excellent price to performance,True,0,United States,positive,value,1,positive,False,2025-08
R02834,2026-04-27,P002,5,fits perfectly and feels comfortable,True,6,United States,positive,fit,2,positive,False,2026-04
R02835,2025-09-07,P005,5,size and fit are exactly right,True,0,Canada,positive,fit,2,positive,False,2025-09
R02836,2026-06-10,P024,2,worth every dollar,True,2,Canada,positive,value,1,negative,True,2026-06
R02837,2026-05-01,P011,4,,False,1,United States,neutral,unclassified,0,positive,False,2026-05
R02838,2026-04-09,P027,5,has held up really well,True,3,Germany,neutral,unclassified,0,positive,False,2026-04
R02839,2026-05-16,P009,1,poor build quality and cheap materials,True,0,United States,negative,quality,2,negative,False,2026-05
R02840,2026-03-08,P023,4,has held up really well,True,0,Canada,neutral,unclassified,0,positive,False,2026-03
R02841,2025-10-23,P007,5,has held up really well,True,0,United States,neutral,unclassified,0,positive,False,2025-10
R02842,2026-01-03,P025,5,excellent price to performance,True,2,United States,positive,value,1,positive,False,2026-01
R02843,2026-07-15,P003,4,fits perfectly and feels comfortable,True,0,United States,positive,fit,2,positive,False,2026-07
R02844,2026-02-24,P011,3,average experience,True,2,United States,neutral,unclassified,0,neutral,False,2026-02
R02845,2026-03-07,P006,4,arrived early and well packaged,True,6,United Kingdom,positive,delivery,1,positive,False,2026-03
R02846,2026-01-11,P012,4,still works perfectly after months,True,1,United Kingdom,positive,durability,1,positive,False,2026-01
R02847,2026-04-17,P027,5,worth every dollar,True,0,United States,positive,value,1,positive,False,2026-04
R02848,2026-06-25,P023,5,great value for the price,True,3,United States,positive,value,2,positive,False,2026-06
R02849,2025-12-21,P018,5,shipping was smooth,True,0,United Kingdom,positive,delivery,1,positive,False,2025-12
R02850,2026-06-24,P020,4,better quality than expected,True,2,United States,neutral,quality,1,positive,False,2026-06
R02851,2026-01-26,P027,5,worth every dollar,True,2,Canada,positive,value,1,positive,False,2026-01
R02852,2025-12-23,P005,1,instructions are unclear,True,1,United States,negative,usability,1,negative,False,2025-12
R02853,2026-01-25,P025,5,works intuitively,True,1,United States,positive,usability,1,positive,False,2026-01
R02854,2025-10-16,P007,3,does what the listing says,True,3,United States,neutral,unclassified,0,neutral,False,2025-10
R02855,2025-12-23,P012,4,excellent build quality,True,1,United Kingdom,positive,quality,1,positive,False,2025-12
R02856,2026-01-01,P018,3,does what the listing says,True,1,Germany,neutral,unclassified,0,neutral,False,2026-01
R02857,2026-06-02,P006,5,worth every dollar,True,5,United Kingdom,positive,value,1,positive,False,2026-06
R02858,2026-02-09,P025,5,excellent build quality,True,6,United States,positive,quality,1,positive,False,2026-02
R02859,2025-08-13,P008,4,easy to set up and use,True,0,United States,positive,usability,1,positive,False,2025-08
R02860,2026-05-09,P025,5,easy to set up and use,True,8,Canada,positive,usability,1,positive,False,2026-05
R02861,2025-09-06,P001,3,average experience,True,5,Australia,neutral,unclassified,0,neutral,False,2025-09
R02862,2026-02-16,P002,2,durability is unacceptable,True,3,United States,negative,unclassified,0,negative,False,2026-02
R02863,2025-09-03,P014,5,very durable in daily use,True,1,Canada,positive,durability,1,positive,False,2025-09
R02864,2025-10-23,P022,4,arrived early and well packaged,True,1,Australia,positive,delivery,1,positive,False,2025-10
R02865,2025-11-11,P002,3,works as expected,True,2,United States,neutral,unclassified,0,neutral,False,2025-11
R02866,2026-07-24,P026,1,stopped working after a few weeks,True,1,United Kingdom,negative,durability,2,negative,False,2026-07
R02867,2025-08-18,P011,4,arrived early and well packaged,False,0,Australia,positive,delivery,1,positive,False,2025-08
R02868,2026-02-14,P009,5,excellent build quality,True,0,Germany,positive,quality,1,positive,False,2026-02
R02869,2026-01-18,P005,1,uncomfortable and badly sized,True,1,United States,negative,fit,2,negative,False,2026-01
R02870,2026-01-11,P016,2,uncomfortable and badly sized,True,0,United States,negative,fit,2,negative,False,2026-01
R02871,2026-02-12,P003,5,fits perfectly and feels comfortable,True,3,United States,positive,fit,2,positive,False,2026-02
R02872,2026-04-30,P019,5,better quality than expected,True,4,United Kingdom,neutral,quality,1,positive,False,2026-04
R02873,2026-05-10,P006,5,fast delivery with no damage,True,0,United Kingdom,positive,delivery,1,positive,False,2026-05
R02874,2026-05-15,P007,4,better quality than expected,True,0,United States,neutral,quality,1,positive,False,2026-05
R02875,2026-01-28,P003,3,acceptable overall with room to improve,True,5,United States,neutral,unclassified,0,neutral,False,2026-01
R02876,2025-12-17,P002,3,average experience,True,1,Australia,neutral,unclassified,0,neutral,False,2025-12
R02877,2026-02-06,P021,5,excellent price to performance,True,0,United States,positive,value,1,positive,False,2026-02
R02878,2026-03-16,P009,4,excellent build quality,True,4,United States,positive,quality,1,positive,False,2026-03
R02879,2025-09-16,P020,3,acceptable overall with room to improve,True,0,United States,neutral,unclassified,0,neutral,False,2025-09
R02880,2026-04-04,P026,2,defective finish out of the box,True,1,United States,negative,quality,1,negative,False,2026-04
R02881,2026-06-21,P008,5,worth every dollar,True,2,Australia,positive,value,1,positive,False,2026-06
R02882,2025-11-05,P005,3,average experience,True,7,United States,neutral,unclassified,0,neutral,False,2025-11
R02883,2025-09-09,P015,3,stopped working after a few weeks,True,0,United States,negative,durability,2,neutral,False,2025-09
R02884,2025-11-24,P010,1,fit is too tight,True,1,United States,negative,fit,2,negative,False,2025-11
R02885,2026-01-25,P025,5,great value for the price,True,2,Australia,positive,value,2,positive,False,2026-01
R02886,2026-03-08,P004,3,does what the listing says,False,3,Canada,neutral,unclassified,0,neutral,False,2026-03
R02887,2025-11-10,P007,5,comfortable for long sessions,False,7,United States,positive,fit,1,positive,False,2025-11
R02888,2026-01-18,P014,5,has held up really well,True,1,United Kingdom,neutral,unclassified,0,positive,False,2026-01
R02889,2026-04-23,P007,5,arrived early and well packaged,True,3,United States,positive,delivery,1,positive,False,2026-04
R02890,2026-06-17,P030,5,shipping was smooth,True,2,United States,positive,delivery,1,positive,False,2026-06
R02891,2026-03-14,P024,3,works as expected,True,3,United States,neutral,unclassified,0,neutral,False,2026-03
R02892,2025-12-20,P022,5,easy to set up and use,True,2,Germany,positive,usability,1,positive,False,2025-12
R02893,2026-07-20,P030,3,works as expected,False,7,United States,neutral,unclassified,0,neutral,False,2026-07
R02894,2026-07-21,P030,5,excellent build quality,True,7,Australia,positive,quality,1,positive,False,2026-07
R02895,2025-10-04,P018,5,still works perfectly after months,True,0,Germany,positive,durability,1,positive,False,2025-10
R02896,2026-01-27,P006,3,average experience,True,1,Germany,neutral,unclassified,0,neutral,False,2026-01
R02897,2026-01-10,P017,2,instructions are unclear,True,1,United Kingdom,negative,usability,1,negative,False,2026-01
R02898,2026-03-21,P023,3,average experience,True,1,Australia,neutral,unclassified,0,neutral,False,2026-03
R02899,2026-01-15,P024,3,does what the listing says,True,4,United States,neutral,unclassified,0,neutral,False,2026-01
R02900,2026-01-05,P003,1,delivery took far too long,True,1,Australia,neutral,delivery,1,negative,False,2026-01
R02901,2026-06-04,P022,4,arrived early and well packaged,True,0,United States,positive,delivery,1,positive,False,2026-06
R02902,2025-10-23,P029,4,size and fit are exactly right,True,1,United States,positive,fit,2,positive,False,2025-10
R02903,2025-08-29,P018,4,has held up really well,True,1,United States,neutral,unclassified,0,positive,False,2025-08
R02904,2026-03-22,P024,4,very durable in daily use,True,1,United Kingdom,positive,durability,1,positive,False,2026-03
R02905,2026-06-17,P022,3,works as expected,True,1,United States,neutral,unclassified,0,neutral,False,2026-06
R02906,2025-12-05,P007,5,still works perfectly after months,True,5,Canada,positive,durability,1,positive,False,2025-12
R02907,2026-07-30,P002,2,broke much sooner than expected,True,3,United States,negative,durability,1,negative,False,2026-07
R02908,2026-01-30,P014,4,great value for the price,True,5,United States,positive,value,2,positive,False,2026-01
R02909,2026-05-28,P021,4,has held up really well,True,1,United States,neutral,unclassified,0,positive,False,2026-05
R02910,2025-09-19,P012,5,excellent build quality,True,0,United Kingdom,positive,quality,1,positive,False,2025-09
R02911,2026-02-08,P004,3,acceptable overall with room to improve,True,3,Germany,neutral,unclassified,0,neutral,False,2026-02
R02912,2026-04-09,P007,3,average experience,True,2,United Kingdom,neutral,unclassified,0,neutral,False,2026-04
R02913,2026-03-26,P009,5,excellent price to performance,True,5,United States,positive,value,1,positive,False,2026-03
R02914,2025-09-15,P028,2,great value for the price,False,1,United States,positive,value,2,negative,True,2025-09
R02915,2025-12-29,P013,5,fits perfectly and feels comfortable,True,4,United Kingdom,positive,fit,2,positive,False,2025-12
R02916,2026-07-11,P025,5,has held up really well,True,4,United Kingdom,neutral,unclassified,0,positive,False,2026-07
R02917,2025-08-24,P014,5,comfortable for long sessions,True,3,United States,positive,fit,1,positive,False,2025-08
R02918,2025-09-27,P019,4,excellent price to performance,True,0,United States,positive,value,1,positive,False,2025-09
R02919,2025-10-11,P026,5,fits perfectly and feels comfortable,True,2,United States,positive,fit,2,positive,False,2025-10
R02920,2026-06-07,P014,3,poor value compared with alternatives,True,3,United States,negative,value,1,neutral,False,2026-06
R02921,2026-05-06,P014,4,shipping was smooth,True,1,United States,positive,delivery,1,positive,False,2026-05
R02922,2026-04-16,P027,4,excellent build quality,True,5,Canada,positive,quality,1,positive,False,2026-04
R02923,2026-03-23,P005,4,works as expected,True,0,United States,neutral,unclassified,0,positive,False,2026-03
R02924,2025-10-29,P020,5,shipping was smooth,True,0,United States,positive,delivery,1,positive,False,2025-10
R02925,2025-12-26,P013,4,better quality than expected,False,1,United States,neutral,quality,1,positive,False,2025-12
R02926,2026-05-01,P030,5,simple controls and clear instructions,True,7,United States,positive,usability,2,positive,False,2026-05
R02927,2025-11-05,P014,5,excellent price to performance,True,4,United States,positive,value,1,positive,False,2025-11
R02928,2025-11-11,P006,2,poor value compared with alternatives,True,1,United States,negative,value,1,negative,False,2025-11
R02929,2026-05-25,P018,4,excellent build quality,True,1,Canada,positive,quality,1,positive,False,2026-05
R02930,2025-10-21,P003,3,does what the listing says,True,0,Canada,neutral,unclassified,0,neutral,False,2025-10
R02931,2025-08-06,P028,4,poor value compared with alternatives,True,4,United Kingdom,negative,value,1,positive,True,2025-08
R02932,2025-12-04,P002,1,broke much sooner than expected,True,8,Australia,negative,durability,1,negative,False,2025-12
R02933,2026-01-12,P024,3,average experience,True,2,Australia,neutral,unclassified,0,neutral,False,2026-01
R02934,2026-01-06,P023,4,simple controls and clear instructions,True,0,United States,positive,usability,2,positive,False,2026-01
R02935,2026-01-20,P014,4,excellent price to performance,True,0,Canada,positive,value,1,positive,False,2026-01
R02936,2025-12-30,P010,4,still works perfectly after months,True,7,United States,positive,durability,1,positive,False,2025-12
R02937,2026-02-27,P004,5,comfortable for long sessions,True,2,Germany,positive,fit,1,positive,False,2026-02
R02938,2025-11-06,P023,4,still works perfectly after months,True,2,Germany,positive,durability,1,positive,False,2025-11
R02939,2025-11-08,P009,1,poor build quality and cheap materials,True,2,United States,negative,quality,2,negative,False,2025-11
R02940,2026-07-20,P023,5,very durable in daily use,False,3,United States,positive,durability,1,positive,False,2026-07
R02941,2026-02-25,P027,5,better quality than expected,True,0,Canada,neutral,quality,1,positive,False,2026-02
R02942,2025-09-28,P001,5,worth every dollar,True,1,United States,positive,value,1,positive,False,2025-09
R02943,2025-10-15,P026,2,feels premium and reliable,True,2,United States,positive,unclassified,0,negative,True,2025-10
R02944,2025-08-11,P030,5,arrived early and well packaged,True,0,Canada,positive,delivery,1,positive,False,2025-08
R02945,2026-07-09,P026,1,box arrived crushed,True,0,United Kingdom,negative,delivery,2,negative,False,2026-07
R02946,2026-04-21,P008,4,has held up really well,True,4,United Kingdom,neutral,unclassified,0,positive,False,2026-04
R02947,2026-02-13,P016,5,shipping was smooth,True,2,Canada,positive,delivery,1,positive,False,2026-02
R02948,2026-07-11,P010,5,great value for the price,True,1,Australia,positive,value,2,positive,False,2026-07
R02949,2025-12-25,P016,5,arrived early and well packaged,True,2,United Kingdom,positive,delivery,1,positive,False,2025-12
R02950,2025-09-25,P025,1,not worth the price,True,0,United States,neutral,value,2,negative,False,2025-09
R02951,2026-07-27,P029,5,has held up really well,True,3,United Kingdom,neutral,unclassified,0,positive,False,2026-07
R02952,2026-07-28,P018,5,excellent build quality,True,3,Germany,positive,quality,1,positive,False,2026-07
R02953,2026-01-13,P023,1,box arrived crushed,True,1,Australia,negative,delivery,2,negative,False,2026-01
R02954,2025-11-19,P023,5,has held up really well,True,0,Germany,neutral,unclassified,0,positive,False,2025-11
R02955,2026-06-08,P003,5,easy to set up and use,True,1,United States,positive,usability,1,positive,False,2026-06
R02956,2025-12-05,P026,5,has held up really well,True,3,United States,neutral,unclassified,0,positive,False,2025-12
R02957,2026-02-04,P019,4,works intuitively,False,2,United Kingdom,positive,usability,1,positive,False,2026-02
R02958,2025-08-12,P002,5,still works perfectly after months,True,1,United Kingdom,positive,durability,1,positive,False,2025-08
R02959,2026-07-08,P018,3,poor build quality and cheap materials,True,0,Canada,negative,quality,2,neutral,False,2026-07
R02960,2025-10-11,P028,4,worth every dollar,True,7,United Kingdom,positive,value,1,positive,False,2025-10
R02961,2026-06-02,P013,4,works intuitively,True,3,Canada,positive,usability,1,positive,False,2026-06
R02962,2025-12-16,P023,5,comfortable for long sessions,True,3,United States,positive,fit,1,positive,False,2025-12
R02963,2025-09-05,P016,1,quality is disappointing,True,0,United Kingdom,negative,quality,1,negative,False,2025-09
R02964,2025-11-05,P008,5,size and fit are exactly right,True,0,United Kingdom,positive,fit,2,positive,False,2025-11
R02965,2025-12-29,P020,5,fits perfectly and feels comfortable,True,1,Australia,positive,fit,2,positive,False,2025-12
R02966,2025-12-03,P015,4,fast delivery with no damage,True,0,Germany,positive,delivery,1,positive,False,2025-12
R02967,2026-03-22,P012,2,feels premium and reliable,True,1,Canada,positive,unclassified,0,negative,True,2026-03
R02968,2026-03-29,P029,4,fast delivery with no damage,True,1,Germany,positive,delivery,1,positive,False,2026-03
R02969,2026-05-07,P009,3,acceptable overall with room to improve,False,5,United States,neutral,unclassified,0,neutral,False,2026-05
R02970,2026-01-14,P008,5,excellent build quality,True,3,Canada,positive,quality,1,positive,False,2026-01
R02971,2025-10-31,P027,5,works intuitively,True,3,United States,positive,usability,1,positive,False,2025-10
R02972,2026-01-24,P027,3,average experience,True,5,United Kingdom,neutral,unclassified,0,neutral,False,2026-01
R02973,2026-02-01,P007,4,size and fit are exactly right,False,4,United States,positive,fit,2,positive,False,2026-02
R02974,2026-02-04,P012,4,very durable in daily use,True,0,United States,positive,durability,1,positive,False,2026-02
R02975,2025-11-03,P013,5,easy to set up and use,True,2,Germany,positive,usability,1,positive,False,2025-11
R02976,2025-12-19,P018,4,excellent build quality,True,5,Germany,positive,quality,1,positive,False,2025-12
R02977,2026-02-18,P023,5,great value for the price,True,2,United States,positive,value,2,positive,False,2026-02
R02978,2026-02-21,P025,5,great value for the price,True,3,United States,positive,value,2,positive,False,2026-02
R02979,2025-12-04,P012,5,still works perfectly after months,True,1,United States,positive,durability,1,positive,False,2025-12
R02980,2026-01-09,P012,4,size and fit are exactly right,True,2,United Kingdom,positive,fit,2,positive,False,2026-01
R02981,2026-02-19,P020,4,fits perfectly and feels comfortable,True,3,United States,positive,fit,2,positive,False,2026-02
R02982,2025-12-29,P005,1,delivery took far too long,True,0,United Kingdom,neutral,delivery,1,negative,False,2025-12
R02983,2025-08-13,P014,4,easy to set up and use,True,1,United Kingdom,positive,usability,1,positive,False,2025-08
R02984,2025-09-02,P001,4,excellent build quality,True,1,United States,positive,quality,1,positive,False,2025-09
R02985,2026-06-22,P015,5,easy to set up and use,True,2,United States,positive,usability,1,positive,False,2026-06
R02986,2026-06-08,P015,5,shipping was smooth,True,5,United States,positive,delivery,1,positive,False,2026-06
R02987,2025-12-25,P005,3,average experience,True,5,Australia,neutral,unclassified,0,neutral,False,2025-12
R02988,2025-11-28,P029,5,very durable in daily use,True,1,United States,positive,durability,1,positive,False,2025-11
R02989,2026-02-25,P030,5,worth every dollar,True,1,Australia,positive,value,1,positive,False,2026-02
R02990,2025-11-16,P012,4,excellent price to performance,False,1,United States,positive,value,1,positive,False,2025-11
R02991,2025-10-22,P012,5,,True,9,Australia,neutral,unclassified,0,positive,False,2025-10
R02992,2026-07-13,P003,4,shipping was smooth,True,4,United States,positive,delivery,1,positive,False,2026-07
R02993,2025-12-24,P027,5,shipping was smooth,True,0,United Kingdom,positive,delivery,1,positive,False,2025-12
R02994,2026-04-07,P009,1,poor build quality and cheap materials,True,5,United States,negative,quality,2,negative,False,2026-04
R02995,2025-10-02,P006,4,fits perfectly and feels comfortable,True,6,United Kingdom,positive,fit,2,positive,False,2025-10
R02996,2026-07-16,P008,4,fine,True,11,United Kingdom,neutral,unclassified,0,positive,False,2026-07
R02997,2025-12-30,P021,5,arrived early and well packaged,False,0,United States,positive,delivery,1,positive,False,2025-12
R02998,2025-12-03,P020,2,box arrived crushed,False,0,United Kingdom,negative,delivery,2,negative,False,2025-12
R02999,2025-09-18,P021,4,very durable in daily use,True,6,United States,positive,durability,1,positive,False,2025-09
R03000,2026-05-08,P001,5,shipping was smooth,True,3,United Kingdom,positive,delivery,1,positive,False,2026-05
R03001,2026-01-18,P020,4,size and fit are exactly right,True,2,United States,positive,fit,2,positive,False,2026-01
R03002,2025-08-21,P029,5,great value for the price,True,0,United States,positive,value,2,positive,False,2025-08
R03003,2026-02-10,P014,2,confusing setup and difficult controls,True,5,United States,negative,usability,2,negative,False,2026-02
R03004,2026-06-13,P028,4,excellent price to performance,True,4,United States,positive,value,1,positive,False,2026-06
R03005,2025-09-18,P015,4,excellent price to performance,True,2,United Kingdom,positive,value,1,positive,False,2025-09
R03006,2025-09-26,P012,4,very durable in daily use,True,3,Germany,positive,durability,1,positive,False,2025-09
R03007,2025-10-26,P012,4,,True,1,United States,neutral,unclassified,0,positive,False,2025-10
R03008,2025-09-01,P008,1,defective finish out of the box,True,0,Australia,negative,quality,1,negative,False,2025-09
R03009,2026-02-13,P009,3,average experience,True,8,United States,neutral,unclassified,0,neutral,False,2026-02
R03010,2026-07-09,P026,1,instructions are unclear,True,2,United States,negative,usability,1,negative,False,2026-07
R03011,2026-01-28,P013,4,arrived early and well packaged,True,9,Germany,positive,delivery,1,positive,False,2026-01
R03012,2026-07-05,P010,4,worth every dollar,True,1,United Kingdom,positive,value,1,positive,False,2026-07
R03013,2026-07-06,P016,4,simple controls and clear instructions,True,9,United Kingdom,positive,usability,2,positive,False,2026-07
R03014,2026-04-04,P005,5,excellent build quality,True,0,United States,positive,quality,1,positive,False,2026-04
R03015,2025-10-14,P005,1,poor build quality and cheap materials,True,0,United States,negative,quality,2,negative,False,2025-10
R03016,2026-02-01,P008,4,worth every dollar,True,5,United States,positive,value,1,positive,False,2026-02
R03017,2026-01-06,P008,5,fast delivery with no damage,False,1,Australia,positive,delivery,1,positive,False,2026-01
R03018,2025-08-26,P006,3,average experience,True,3,Australia,neutral,unclassified,0,neutral,False,2025-08
R03019,2026-01-13,P024,3,acceptable overall with room to improve,True,0,United States,neutral,unclassified,0,neutral,False,2026-01
R03020,2025-08-02,P013,5,simple controls and clear instructions,True,0,United Kingdom,positive,usability,2,positive,False,2025-08
R03021,2025-08-20,P007,3,acceptable overall with room to improve,True,2,Canada,neutral,unclassified,0,neutral,False,2025-08
R03022,2025-10-03,P028,1,poor value compared with alternatives,True,1,Germany,negative,value,1,negative,False,2025-10
R03023,2026-01-14,P021,3,works as expected,True,0,United States,neutral,unclassified,0,neutral,False,2026-01
R03024,2025-09-09,P009,5,feels premium and reliable,False,3,United States,positive,unclassified,0,positive,False,2025-09
R03025,2026-05-19,P012,5,better quality than expected,True,5,United States,neutral,quality,1,positive,False,2026-05
R03026,2026-01-11,P002,5,very durable in daily use,True,6,Germany,positive,durability,1,positive,False,2026-01
R03027,2025-09-16,P017,5,works intuitively,True,4,United Kingdom,positive,usability,1,positive,False,2025-09
R03028,2025-08-24,P005,5,better quality than expected,True,3,Australia,neutral,quality,1,positive,False,2025-08
R03029,2025-11-25,P024,5,works intuitively,True,5,Australia,positive,usability,1,positive,False,2025-11
R03030,2025-09-26,P022,3,acceptable overall with room to improve,True,1,United States,neutral,unclassified,0,neutral,False,2025-09
